Points
12.00
14.00
14.00
14.00
14.00
14.00
16.00
14.00
13.00
14.00
16.00
13.00
16.00
22.00
22.00
19.00
16.00
22.00
16.00
19.00
22.00
19.00
20.00
24.00
25.00
16.00
19.00
22.00
21.00
15.00
24.00
27.00
18.00
20.00
27.00
28.00
22.00
18.00
15.00
17.00
22.00
13.00
22.00
18.00
19.00
25.00
16.00
22.00
29.00
22.00
17.00
22.00
22.00
15.00
15.00
18.00
28.00
28.00
16.00
27.00
16.00
19.00
29.00
27.00
22.00
28.00
25.00
22.00
23.00
25.00
27.00
24.00
20.00
26.00
22.00
21.00
29.00
23.00
17.00
26.00
17.00
18.00
24.00
25.00
25.00
18.00
23.00
21.00
18.00
18.00
21.00
11.00
21.00
19.00
19.00
15.00
16.00
18.00
19.00
21.00
21.00
18.00
19.00
18.00
15.00
11.00
19.00
14.00
18.00
20.00
18.00
18.00
17.00
16.00
18.00
20.00
18.00
27.00
19.00
18.00
20.00
19.00
25.00
19.00
20.00
20.00
16.00
19.00
17.00
19.00
18.00
17.00
14.00
17.00
17.00
14.00
16.00
19.00
19.00
19.00
17.00
17.00
19.00
19.00
17.00
19.00
17.00
19.00
19.00
17.00
22.00
19.00
19.00
19.00
22.00
16.00
19.00
20.00
16.00
19.00
19.00
16.00
21.00
19.00
16.00
19.00
16.00
16.00
16.00
18.00
22.00
17.00
20.00
27.00
27.00
23.00
18.00
27.00
15.00
29.00
16.00
31.00
27.00
20.00
27.00
18.00
27.00
27.00
17.00
29.00
30.00
17.00
23.00
17.00
20.00
22.00
15.00
16.00
22.00
23.00
23.00
27.00
18.00
27.00
18.00
18.00
22.00
27.00
30.00
28.00
27.00
27.00
27.00
15.00
23.00
23.00
22.00
22.00
13.00
23.00
18.00
30.00
29.00
28.00
16.00
15.00
17.00
20.00
25.00
25.00
25.00
22.00
30.00
20.00
17.00
18.00
22.00
20.00
31.00
20.00
19.00
25.00
26.00
15.00
15.00
29.00
15.00
18.00
25.00
17.00
14.00
25.00
22.00
20.00
27.00
20.00
18.00
22.00
26.00
13.00
22.00
16.00
22.00
30.00
15.00
14.00
29.00
19.00
18.00
26.00
29.00
18.00
25.00
25.00
20.00
30.00
19.00
17.00
27.00
16.00
21.00
22.00
12.00
18.00
19.00
23.00
13.00
20.00
26.00
28.00
29.00
18.00
21.00
31.00
21.00
27.00
21.00
18.00
20.00
18.00
16.00
19.00
24.00
14.00
19.00
20.00
17.00
21.00
21.00
24.00
21.00
27.00
16.00
20.00
24.00
24.00
14.00
18.00
31.00
15.00
31.00
31.00
19.00
33.00
25.00
16.00
22.00
22.00
16.00
25.00
17.00
25.00
27.00
16.00
13.00
19.00
15.00
14.00
14.00
25.00
18.00
15.00
19.00
16.00
30.00
15.00
22.00
13.00
20.00
15.00
16.00
25.00
31.00
21.00
39.00
13.00
20.00
22.00
19.00
19.00
21.00
25.00
16.00
21.00
13.00
18.00
22.00
26.00
22.00
20.00
21.00
24.00
18.00
41.00
36.00
27.00
24.00
19.00
18.00
17.00
30.00
27.00
32.00
22.00
32.00
34.00
34.00
26.00
40.00
18.00
26.00
25.00
27.00
20.00
17.00
38.00
31.00
31.00
20.00
20.00
15.00
22.00
29.00
32.00
20.00
21.00
29.00
46.00
27.00
17.00
31.00
25.00
21.00
25.00
19.00
20.00
18.00
27.00
25.00
32.00
35.00
41.00
32.00
30.00
24.00
22.00
39.00
33.00
35.00
24.00
30.00
25.00
24.00
18.00
34.00
21.00
37.00
26.00
36.00
37.00
26.00
30.00
29.00
21.00
25.00
20.00
25.00
37.00
26.00
24.00
26.00
23.00
23.00
26.00
24.00
20.00
24.00
25.00
31.00
28.00
26.00
29.00
38.00
20.00
27.00
19.00
35.00
18.00
23.00
23.00
19.00
18.00
38.00
24.00
20.00
26.00
44.00
32.00
34.00
24.00
29.00
29.00
29.00
35.00
19.00
31.00
26.00
27.00
19.00
25.00
18.00
29.00
20.00
26.00
26.00
21.00
29.00
17.00
31.00
24.00
25.00
24.00
29.00
47.00
24.00
18.00
15.00
30.00
22.00
32.00
29.00
26.00
24.00
18.00
26.00
13.00
29.00
20.00
29.00
36.00
27.00
29.00
21.00
26.00
30.00
24.00
32.00
27.00
35.00
23.00
35.00
21.00
22.00
27.00
33.00
24.00
32.00
27.00
22.00
29.00
30.00
15.00
21.00
35.00
31.00
31.00
22.00
22.00
24.00
27.00
22.00
37.00
25.00
33.00
30.00
19.00
22.00
22.00
25.00
24.00
32.00
29.00
17.00
19.00
28.00
29.00
28.00
30.00
35.00
19.00
19.00
24.00
20.00
28.00
20.00
22.00
29.00
21.00
24.00
23.00
17.00
35.00
38.00
28.00
29.00
22.00
35.00
32.00
32.00
24.00
19.00
20.00
26.00
29.00
35.00
29.00
19.00
31.00
37.00
21.00
17.00
28.00
32.00
17.00
41.00
22.00
35.00
17.00
31.00
13.00
16.00
26.00
24.00
34.00
14.00
28.00
24.00
50.00
36.00
25.00
30.00
30.00
43.00
30.00
22.00
27.00
31.00
32.00
27.00
30.00
25.00
27.00
22.00
35.00
24.00
29.00
36.00
36.00
13.00
34.00
33.00
29.00
35.00
32.00
29.00
22.00
29.00
34.00
19.00
24.00
20.00
24.00
41.00
27.00
31.00
31.00
25.00
19.00
29.00
27.00
34.00
22.00
24.00
25.00
19.00
44.00
22.00
32.00
30.00
40.00
36.00
25.00
24.00
27.00
14.00
29.00
33.00
29.00
31.00
25.00
35.00
26.00
28.00
31.00
22.00
49.00
28.00
32.00
35.00
23.00
14.00
24.00
31.00
27.00
28.00
34.00
39.00
38.00
15.00
37.00
24.00
28.00
22.00
26.00
28.00
43.00
19.00
31.00
28.00
23.00
24.00
17.00
27.00
32.00
26.00
37.00
42.00
30.00
37.00
24.00
28.00
30.00
24.00
31.00
28.00
22.00
27.00
36.00
34.00
34.00
35.00
34.00
29.00
40.00
40.00
42.00
20.00
32.00
23.00
32.00
22.00
35.00
34.00
29.00
21.00
21.00
42.00
36.00
42.00
36.00
35.00
40.00
22.00
32.00
