Points
20.50
20.50
29.00
18.00
22.50
20.50
22.50
24.00
29.00
27.00
14.50
19.00
24.50
28.50
20.50
19.00
27.00
14.00
18.00
10.00
12.50
14.50
22.00
17.50
17.50
24.00
18.00
11.00
13.00
11.50
13.00
16.00
20.50
17.50
17.50
19.00
17.50
20.50
19.00
19.00
17.50
28.50
22.00
17.50
22.00
17.50
19.00
20.50
30.50
17.50
20.50
22.00
22.00
22.00
23.50
20.50
25.50
20.00
22.00
20.00
31.50
20.50
20.00
20.00
23.50
20.00
19.00
20.00
17.00
20.00
20.00
25.50
20.00
20.00
30.00
20.00
20.00
25.00
17.00
20.00
28.00
20.00
39.50
21.50
22.50
28.00
20.00
23.50
23.50
20.00
21.00
20.00
20.00
18.50
17.00
28.00
18.50
18.50
24.00
20.50
19.00
22.00
27.50
18.50
28.50
30.00
38.50
28.50
22.00
24.50
20.50
20.50
22.50
23.50
31.50
27.00
32.50
24.00
18.00
33.50
27.00
16.50
21.50
24.00
44.50
18.00
16.50
22.50
19.00
23.50
24.50
20.50
37.00
20.50
31.00
19.50
20.00
32.50
26.00
27.00
26.00
24.00
27.50
34.00
29.00
19.50
30.00
27.00
19.50
24.00
24.50
41.50
37.00
32.00
32.50
24.50
26.00
28.50
32.00
20.00
34.00
28.00
28.00
27.00
33.50
27.00
29.00
33.50
24.50
27.50
25.50
22.50
33.50
19.00
22.50
24.50
28.00
21.00
25.50
22.50
22.50
24.50
24.50
24.50
21.00
25.50
27.50
24.50
17.50
24.50
16.50
17.50
24.00
24.00
24.00
24.50
17.50
33.50
16.00
17.50
24.00
24.00
24.00
24.00
24.50
16.50
25.50
33.50
24.50
25.50
24.00
25.50
25.50
24.00
32.00
24.50
24.00
32.00
32.00
27.50
25.50
32.00
32.00
33.50
32.00
27.00
35.50
32.00
40.00
32.00
25.50
25.50
35.50
33.50
27.50
33.50
25.50
32.00
41.50
32.00
27.00
24.00
24.50
33.50
32.00
33.50
32.00
33.50
32.00
33.50
24.00
24.00
33.50
29.00
33.50
25.50
33.50
24.50
41.50
32.00
24.00
25.50
25.50
32.00
32.50
27.50
24.50
32.00
25.50
25.50
25.50
24.50
32.00
25.50
25.50
32.50
32.50
25.50
24.50
32.00
32.00
32.50
25.50
24.00
25.50
32.00
24.50
25.50
24.50
32.50
24.50
25.50
29.00
24.50
25.50
25.50
24.50
24.50
33.50
33.50
25.50
24.50
27.00
24.00
24.50
24.50
27.50
32.50
33.50
24.50
25.50
24.50
33.50
22.50
24.50
22.50
16.50
24.00
24.50
22.50
25.50
32.00
25.50
25.50
25.50
27.50
24.50
40.50
33.50
25.50
33.50
35.50
25.50
32.50
25.50
25.50
25.50
24.50
25.50
24.50
25.50
25.50
32.50
25.50
25.50
33.50
33.50
33.50
33.50
32.50
33.50
33.50
33.50
25.50
24.50
41.50
32.00
33.50
33.50
25.50
32.00
33.50
33.50
32.50
32.00
32.00
33.50
32.00
25.50
33.50
25.50
24.50
33.50
40.00
40.50
33.50
22.50
33.50
24.50
40.00
25.50
27.00
32.00
32.00
33.50
33.50
33.50
48.00
33.50
32.00
40.00
32.50
33.50
24.00
40.00
32.00
32.00
32.50
32.00
25.50
25.50
40.00
33.50
49.50
33.50
33.50
33.50
32.00
24.50
33.50
33.50
32.00
33.50
25.50
41.50
24.50
33.50
32.50
41.50
40.00
32.00
41.50
32.00
40.00
33.50
56.00
33.50
48.00
40.50
32.50
41.50
32.50
33.50
41.50
25.50
32.00
32.00
40.50
32.00
48.00
48.00
33.50
41.50
40.00
33.50
48.00
40.00
35.50
40.00
40.00
33.50
32.00
25.50
49.50
33.50
40.00
41.50
41.50
32.00
40.00
41.50
40.00
48.00
32.00
33.50
48.00
33.50
35.00
32.00
40.00
33.50
48.00
40.00
32.00
25.50
33.50
32.00
32.00
41.50
35.00
32.00
32.50
41.50
41.50
41.50
24.50
56.00
49.50
32.50
32.50
25.50
48.00
32.00
33.50
40.50
24.50
33.50
25.50
27.50
41.50
32.50
25.50
24.50
33.50
33.50
33.50
33.50
33.50
41.50
24.00
32.00
25.50
40.00
40.50
33.50
24.50
32.00
32.00
24.50
48.00
35.50
32.50
33.50
32.50
24.50
24.50
25.50
27.50
32.50
48.00
25.50
24.50
32.50
33.50
33.50
33.50
25.50
22.50
27.50
33.50
25.50
25.50
25.50
40.00
32.50
25.50
32.50
32.00
33.50
35.00
40.00
25.50
32.50
32.50
32.50
48.00
32.00
24.00
25.50
24.00
41.50
40.00
32.50
24.50
40.00
25.50
33.50
