Points
12.00
12.00
14.00
10.00
9.00
11.00
14.00
14.00
14.00
12.00
11.00
11.00
15.00
16.00
17.00
21.00
14.00
9.00
10.00
21.00
21.00
27.00
30.00
22.00
25.00
22.00
22.00
20.00
18.00
16.00
17.00
14.00
19.00
10.00
13.00
19.00
16.00
15.00
16.00
14.00
21.00
14.00
14.00
12.00
17.00
17.00
16.00
17.00
20.00
14.00
22.00
18.00
21.00
14.00
18.00
22.00
18.00
17.00
18.00
21.00
13.00
15.00
16.00
10.00
20.00
19.00
19.00
17.00
12.00
18.00
26.00
17.00
18.00
19.00
14.00
21.00
17.00
22.00
16.00
21.00
19.00
27.00
18.00
24.00
25.00
26.00
26.00
20.00
16.00
22.00
17.00
14.00
14.00
15.00
19.00
15.00
20.00
21.00
21.00
19.00
19.00
17.00
19.00
23.00
20.00
19.00
20.00
27.00
19.00
23.00
20.00
21.00
24.00
27.00
19.00
23.00
31.00
33.00
19.00
30.00
25.00
24.00
22.00
20.00
23.00
26.00
23.00
26.00
27.00
20.00
22.00
24.00
30.00
32.00
34.00
31.00
33.00
24.00
32.00
25.00
30.00
23.00
30.00
23.00
32.00
30.00
30.00
34.00
34.00
32.00
28.00
28.00
30.00
34.00
26.00
32.00
32.00
28.00
32.00
26.00
32.00
28.00
30.00
28.00
26.00
32.00
28.00
28.00
32.00
28.00
34.00
28.00
32.00
34.00
32.00
28.00
26.00
28.00
28.00
34.00
22.00
29.00
26.00
30.00
28.00
27.00
28.00
26.00
28.00
32.00
27.00
28.00
32.00
32.00
24.00
24.00
26.00
21.00
20.00
28.00
21.00
30.00
30.00
25.00
30.00
28.00
32.00
27.00
32.00
25.00
25.00
24.00
25.00
25.00
26.00
25.00
34.00
32.00
32.00
28.00
28.00
32.00
28.00
32.00
32.00
34.00
25.00
28.00
30.00
25.00
34.00
28.00
29.00
32.00
29.00
32.00
30.00
28.00
26.00
36.00
23.00
34.00
32.00
30.00
32.00
30.00
28.00
26.00
32.00
34.00
23.00
36.00
30.00
34.00
26.00
30.00
30.00
30.00
28.00
26.00
26.00
28.00
28.00
25.00
30.00
30.00
28.00
27.00
25.00
34.00
25.00
28.00
26.00
32.00
34.00
26.00
28.00
36.00
32.00
25.00
23.00
27.00
24.00
30.00
23.00
28.00
28.00
26.00
32.00
26.00
28.00
26.00
30.00
26.00
25.00
34.00
32.00
29.00
26.00
32.00
32.00
32.00
24.00
30.00
28.00
30.00
28.00
24.00
34.00
32.00
32.00
32.00
25.00
32.00
27.00
23.00
32.00
34.00
32.00
28.00
30.00
30.00
24.00
26.00
26.00
29.00
22.00
30.00
28.00
29.00
32.00
34.00
29.00
23.00
30.00
31.00
32.00
28.00
32.00
28.00
30.00
23.00
28.00
29.00
23.00
23.00
28.00
30.00
24.00
28.00
30.00
28.00
30.00
28.00
34.00
26.00
22.00
28.00
30.00
27.00
24.00
26.00
28.00
22.00
30.00
32.00
31.00
31.00
26.00
32.00
24.00
30.00
32.00
28.00
23.00
28.00
28.00
29.00
22.00
24.00
30.00
32.00
23.00
30.00
22.00
29.00
32.00
23.00
28.00
26.00
27.00
27.00
28.00
23.00
28.00
25.00
25.00
32.00
32.00
28.00
28.00
25.00
21.00
25.00
28.00
26.00
26.00
27.00
25.00
31.00
28.00
29.00
26.00
30.00
25.00
29.00
28.00
28.00
25.00
24.00
22.00
28.00
28.00
25.00
30.00
28.00
30.00
23.00
23.00
28.00
30.00
30.00
26.00
27.00
26.00
32.00
25.00
28.00
30.00
25.00
24.00
26.00
24.00
22.00
25.00
26.00
28.00
29.00
25.00
30.00
26.00
28.00
30.00
27.00
34.00
28.00
28.00
30.00
27.00
32.00
24.00
25.00
30.00
25.00
28.00
27.00
32.00
26.00
25.00
28.00
30.00
28.00
26.00
23.00
32.00
33.00
28.00
30.00
26.00
28.00
24.00
28.00
28.00
28.00
23.00
25.00
28.00
30.00
23.00
30.00
26.00
26.00
30.00
23.00
28.00
22.00
30.00
30.00
27.00
30.00
35.00
