Points
12.00
14.00
15.00
12.00
14.00
14.00
16.00
16.00
16.00
14.00
14.00
12.00
16.00
16.00
16.00
16.00
16.00
16.00
12.00
15.00
15.00
16.00
15.00
16.00
17.00
16.00
16.00
17.00
19.00
22.00
15.00
15.00
17.00
19.00
22.00
17.00
19.00
17.00
17.00
19.00
18.00
19.00
17.00
19.00
19.00
17.00
21.00
20.00
17.00
19.00
20.00
19.00
19.00
16.00
21.00
17.00
21.00
19.00
17.00
19.00
19.00
19.00
18.00
19.00
16.00
21.00
17.00
19.00
14.00
19.00
16.00
16.00
14.00
15.00
14.00
17.00
12.00
21.00
14.00
18.00
14.00
16.00
18.00
14.00
15.00
14.00
17.00
15.00
17.00
18.00
15.00
16.00
20.00
20.00
19.00
14.00
18.00
16.00
19.00
16.00
19.00
23.00
20.00
19.00
14.00
19.00
19.00
24.00
22.00
22.00
20.00
23.00
16.00
24.00
24.00
25.00
20.00
20.00
16.00
23.00
33.00
29.00
23.00
29.00
33.00
20.00
29.00
35.00
29.00
31.00
29.00
29.00
33.00
22.00
26.00
31.00
24.00
31.00
29.00
29.00
22.00
33.00
27.00
35.00
29.00
25.00
35.00
29.00
35.00
33.00
29.00
33.00
33.00
33.00
35.00
35.00
33.00
33.00
35.00
35.00
39.00
39.00
39.00
33.00
24.00
35.00
35.00
39.00
31.00
41.00
36.00
39.00
33.00
39.00
35.00
26.00
30.00
35.00
35.00
24.00
29.00
32.00
35.00
35.00
32.00
39.00
30.00
29.00
35.00
37.00
25.00
32.00
32.00
31.00
39.00
33.00
32.00
36.00
37.00
39.00
26.00
24.00
32.00
32.00
29.00
35.00
29.00
27.00
25.00
35.00
35.00
35.00
35.00
39.00
32.00
33.00
30.00
29.00
34.00
34.00
34.00
39.00
33.00
30.00
30.00
28.00
39.00
35.00
39.00
37.00
35.00
31.00
28.00
37.00
31.00
26.00
22.00
28.00
38.00
41.00
37.00
25.00
27.00
35.00
35.00
27.00
25.00
35.00
27.00
33.00
26.00
29.00
30.00
40.00
32.00
29.00
28.00
40.00
31.00
33.00
30.00
29.00
31.00
28.00
27.00
33.00
27.00
21.00
25.00
25.00
33.00
25.00
38.00
27.00
29.00
25.00
31.00
22.00
25.00
23.00
27.00
31.00
28.00
39.00
21.00
31.00
21.00
31.00
23.00
27.00
19.00
27.00
29.00
35.00
23.00
28.00
26.00
29.00
27.00
20.00
27.00
33.00
31.00
37.00
27.00
37.00
25.00
25.00
22.00
31.00
31.00
33.00
24.00
22.00
29.00
31.00
21.00
36.00
24.00
21.00
21.00
27.00
24.00
20.00
29.00
27.00
28.00
28.00
23.00
29.00
25.00
28.00
35.00
38.00
22.00
28.00
31.00
28.00
23.00
29.00
24.00
33.00
19.00
18.00
20.00
30.00
28.00
26.00
28.00
28.00
23.00
30.00
30.00
28.00
22.00
23.00
22.00
27.00
34.00
26.00
30.00
30.00
32.00
23.00
30.00
17.00
32.00
28.00
28.00
25.00
40.00
16.00
36.00
23.00
22.00
28.00
34.00
28.00
34.00
32.00
34.00
30.00
27.00
36.00
37.00
41.00
24.00
33.00
39.00
40.00
21.00
25.00
45.00
25.00
30.00
32.00
43.00
32.00
32.00
45.00
19.00
38.00
25.00
34.00
40.00
34.00
25.00
23.00
30.00
26.00
28.00
32.00
34.00
42.00
30.00
27.00
32.00
29.00
24.00
43.00
34.00
32.00
30.00
34.00
36.00
43.00
15.00
31.00
20.00
29.00
22.00
18.00
30.00
30.00
37.00
26.00
30.00
48.00
34.00
21.00
37.00
20.00
29.00
34.00
33.00
39.00
40.00
35.00
27.00
34.00
33.00
32.00
39.00
21.00
32.00
16.00
34.00
29.00
19.00
34.00
35.00
28.00
34.00
41.00
40.00
34.00
19.00
31.00
32.00
31.00
20.00
21.00
32.00
33.00
27.00
29.00
32.00
25.00
48.00
25.00
28.00
55.00
31.00
26.00
43.00
34.00
39.00
18.00
27.00
27.00
41.00
39.00
27.00
33.00
39.00
38.00
44.00
27.00
31.00
25.00
51.00
42.00
25.00
29.00
52.00
33.00
41.00
33.00
56.00
28.00
54.00
27.00
27.00
46.00
44.00
42.00
49.00
32.00
23.00
27.00
36.00
49.00
39.00
37.00
31.00
36.00
44.00
42.00
56.00
31.00
44.00
44.00
42.00
31.00
33.00
44.00
42.00
38.00
35.00
35.00
27.00
44.00
35.00
21.00
31.00
50.00
44.00
44.00
38.00
50.00
43.00
40.00
42.00
44.00
31.00
56.00
31.00
37.00
59.00
40.00
41.00
40.00
17.00
41.00
42.00
38.00
28.00
34.00
44.00
43.00
27.00
42.00
29.00
39.00
29.00
41.00
41.00
38.00
53.00
17.00
42.00
42.00
42.00
44.00
40.00
42.00
40.00
23.00
31.00
25.00
38.00
31.00
25.00
42.00
31.00
27.00
17.00
32.00
19.00
21.00
32.00
17.00
17.00
25.00
29.00
42.00
21.00
16.00
17.00
28.00
32.00
44.00
22.00
46.00
17.00
38.00
42.00
27.00
58.00
17.00
22.00
17.00
20.00
20.00
19.00
21.00
17.00
21.00
26.00
19.00
62.00
35.00
17.00
18.00
22.00
25.00
17.00
21.00
35.00
24.00
35.00
19.00
23.00
36.00
39.00
48.00
31.00
39.00
31.00
28.00
25.00
16.00
28.00
25.00
39.00
18.00
23.00
30.00
29.00
23.00
27.00
34.00
39.00
41.00
29.00
31.00
36.00
38.00
36.00
43.00
21.00
40.00
26.00
54.00
30.00
34.00
43.00
34.00
19.00
41.00
46.00
38.00
41.00
17.00
17.00
18.00
34.00
35.00
28.00
21.00
31.00
24.00
22.00
17.00
36.00
27.00
30.00
55.00
30.00
17.00
36.00
46.00
26.00
29.00
36.00
30.00
31.00
32.00
31.00
40.00
56.00
36.00
33.00
39.00
33.00
39.00
39.00
29.00
33.00
29.00
33.00
33.00
26.00
38.00
40.00
35.00
27.00
39.00
39.00
35.00
38.00
20.00
29.00
22.00
41.00
24.00
30.00
27.00
35.00
35.00
29.00
37.00
31.00
34.00
41.00
33.00
24.00
37.00
35.00
27.00
30.00
35.00
28.00
24.00
